Concessionaria;Data;Km;Trecho
VIA BAHIA;02/01/2011;549,2999877929688;BR-324/BA
VIA BAHIA;02/01/2011;550,2000122070312;BR-324/BA
VIA BAHIA;02/01/2011;560,5999755859375;BR-324/BA
VIA BAHIA;03/01/2011;576,5;BR-116/BA
VIA BAHIA;03/01/2011;591,4000244140625;BR-116/BA
VIA BAHIA;03/01/2011;696,0499877929688;BR-116/BA
VIA BAHIA;03/01/2011;815,2000122070312;BR-116/BA
VIA BAHIA;03/01/2011;817,5;BR-116/BA
VIA BAHIA;03/01/2011;925,5999755859375;BR-116/BA
VIA BAHIA;03/01/2011;543,4000244140625;BR-324/BA
VIA BAHIA;03/01/2011;547,9000244140625;BR-324/BA
VIA BAHIA;03/01/2011;551;BR-324/BA
VIA BAHIA;03/01/2011;554,9000244140625;BR-324/BA
VIA BAHIA;03/01/2011;604;BR-324/BA
VIA BAHIA;03/01/2011;604,2999877929688;BR-324/BA
VIA BAHIA;03/01/2011;606,0999755859375;BR-324/BA
VIA BAHIA;03/01/2011;625;BR-324/BA
VIA BAHIA;04/01/2011;505,5;BR-116/BA
VIA BAHIA;04/01/2011;595;BR-116/BA
VIA BAHIA;04/01/2011;664;BR-116/BA
VIA BAHIA;04/01/2011;807,2000122070312;BR-116/BA
VIA BAHIA;04/01/2011;522,9000244140625;BR-324/BA
VIA BAHIA;04/01/2011;523,5;BR-324/BA
VIA BAHIA;04/01/2011;525;BR-324/BA
VIA BAHIA;04/01/2011;533,2999877929688;BR-324/BA
VIA BAHIA;04/01/2011;612,4000244140625;BR-324/BA
VIA BAHIA;04/01/2011;617,7000122070312;BR-324/BA
VIA BAHIA;05/01/2011;6;BR-116/BA - ContSuFS
VIA BAHIA;05/01/2011;430;BR-116/BA
VIA BAHIA;05/01/2011;449;BR-116/BA
VIA BAHIA;05/01/2011;815,2999877929688;BR-116/BA
VIA BAHIA;05/01/2011;911,0399780273438;BR-116/BA
VIA BAHIA;05/01/2011;522,7000122070312;BR-324/BA
VIA BAHIA;05/01/2011;527;BR-324/BA
VIA BAHIA;05/01/2011;574;BR-324/BA
VIA BAHIA;06/01/2011;589,2000122070312;BR-324/BA
VIA BAHIA;07/01/2011;462;BR-116/BA
VIA BAHIA;07/01/2011;671,2000122070312;BR-116/BA
VIA BAHIA;07/01/2011;721;BR-116/BA
VIA BAHIA;07/01/2011;853;BR-116/BA
VIA BAHIA;07/01/2011;548;BR-324/BA
VIA BAHIA;07/01/2011;567,2999877929688;BR-324/BA
VIA BAHIA;07/01/2011;606,2999877929688;BR-324/BA
VIA BAHIA;07/01/2011;613,5;BR-324/BA
VIA BAHIA;07/01/2011;622;BR-324/BA
VIA BAHIA;07/01/2011;626;BR-324/BA
VIA BAHIA;08/01/2011;638,7999877929688;BR-116/BA
VIA BAHIA;08/01/2011;690;BR-116/BA
VIA BAHIA;08/01/2011;748;BR-116/BA
VIA BAHIA;08/01/2011;766,5999755859375;BR-116/BA
VIA BAHIA;08/01/2011;912;BR-116/BA
VIA BAHIA;08/01/2011;528;BR-324/BA
VIA BAHIA;08/01/2011;530;BR-324/BA
VIA BAHIA;08/01/2011;559,9000244140625;BR-324/BA
VIA BAHIA;08/01/2011;560;BR-324/BA
VIA BAHIA;08/01/2011;609,7999877929688;BR-324/BA
VIA BAHIA;08/01/2011;614,5;BR-324/BA
VIA BAHIA;08/01/2011;615,9000244140625;BR-324/BA
VIA BAHIA;08/01/2011;625;BR-324/BA
VIA BAHIA;09/01/2011;6,5;BR-116/BA - ContSuFS
VIA BAHIA;09/01/2011;568;BR-116/BA
VIA BAHIA;09/01/2011;571,4000244140625;BR-116/BA
VIA BAHIA;09/01/2011;604,4000244140625;BR-116/BA
VIA BAHIA;09/01/2011;791,5999755859375;BR-116/BA
VIA BAHIA;09/01/2011;802;BR-116/BA
VIA BAHIA;09/01/2011;812;BR-116/BA
VIA BAHIA;09/01/2011;853,4000244140625;BR-116/BA
VIA BAHIA;09/01/2011;871;BR-116/BA
VIA BAHIA;09/01/2011;895,2000122070312;BR-116/BA
VIA BAHIA;09/01/2011;558;BR-324/BA
VIA BAHIA;09/01/2011;591;BR-324/BA
VIA BAHIA;10/01/2011;24,5;BR-116/BA - Cont VC
VIA BAHIA;10/01/2011;467,29998779296875;BR-116/BA
VIA BAHIA;10/01/2011;581,4000244140625;BR-116/BA
VIA BAHIA;10/01/2011;833,9000244140625;BR-116/BA
VIA BAHIA;10/01/2011;839,5999755859375;BR-116/BA
VIA BAHIA;10/01/2011;526,9000244140625;BR-324/BA
VIA BAHIA;10/01/2011;569;BR-324/BA
VIA BAHIA;10/01/2011;586;BR-324/BA
VIA BAHIA;10/01/2011;613,2999877929688;BR-324/BA
VIA BAHIA;10/01/2011;616,5;BR-324/BA
VIA BAHIA;10/01/2011;617,5999755859375;BR-324/BA
VIA BAHIA;10/01/2011;621,5;BR-324/BA
VIA BAHIA;10/01/2011;623,7999877929688;BR-324/BA
VIA BAHIA;11/01/2011;448,8999938964844;BR-116/BA
VIA BAHIA;11/01/2011;705,2000122070312;BR-116/BA
VIA BAHIA;11/01/2011;754,0999755859375;BR-116/BA
VIA BAHIA;11/01/2011;531,2999877929688;BR-324/BA
VIA BAHIA;11/01/2011;607,9000244140625;BR-324/BA
VIA BAHIA;11/01/2011;610,2000122070312;BR-324/BA
VIA BAHIA;11/01/2011;619,2000122070312;BR-324/BA
VIA BAHIA;11/01/2011;622;BR-324/BA
VIA BAHIA;12/01/2011;3;BR-116/BA - ContSuFS
VIA BAHIA;12/01/2011;17,100000381469727;BR-116/BA - Cont VC
VIA BAHIA;12/01/2011;511,1000061035156;BR-116/BA
VIA BAHIA;12/01/2011;598,2999877929688;BR-116/BA
VIA BAHIA;12/01/2011;805,2999877929688;BR-116/BA
VIA BAHIA;12/01/2011;524,9500122070312;BR-324/BA
VIA BAHIA;12/01/2011;572,5999755859375;BR-324/BA
VIA BAHIA;12/01/2011;573;BR-324/BA
VIA BAHIA;12/01/2011;607,2999877929688;BR-324/BA
VIA BAHIA;13/01/2011;776,5;BR-116/BA
VIA BAHIA;13/01/2011;811,9000244140625;BR-116/BA
VIA BAHIA;13/01/2011;870;BR-116/BA
VIA BAHIA;13/01/2011;565,9000244140625;BR-324/BA
VIA BAHIA;13/01/2011;569,0999755859375;BR-324/BA
VIA BAHIA;13/01/2011;609,7999877929688;BR-324/BA
VIA BAHIA;13/01/2011;622,4000244140625;BR-324/BA
VIA BAHIA;14/01/2011;619;BR-116/BA
VIA BAHIA;14/01/2011;519,2999877929688;BR-324/BA
VIA BAHIA;14/01/2011;555,2000122070312;BR-324/BA
VIA BAHIA;14/01/2011;586,0999755859375;BR-324/BA
VIA BAHIA;14/01/2011;608,0999755859375;BR-324/BA
VIA BAHIA;14/01/2011;612;BR-324/BA
VIA BAHIA;15/01/2011;522,5999755859375;BR-116/BA
VIA BAHIA;15/01/2011;589,3200073242188;BR-116/BA
VIA BAHIA;15/01/2011;664;BR-116/BA
VIA BAHIA;15/01/2011;702,2000122070312;BR-116/BA
VIA BAHIA;15/01/2011;726;BR-116/BA
VIA BAHIA;15/01/2011;831,0999755859375;BR-116/BA
VIA BAHIA;15/01/2011;843,4000244140625;BR-116/BA
VIA BAHIA;15/01/2011;880,0999755859375;BR-116/BA
VIA BAHIA;15/01/2011;534,7999877929688;BR-324/BA
VIA BAHIA;15/01/2011;623;BR-324/BA
VIA BAHIA;16/01/2011;554,2999877929688;BR-116/BA
VIA BAHIA;16/01/2011;633;BR-116/BA
VIA BAHIA;16/01/2011;828,2000122070312;BR-116/BA
VIA BAHIA;16/01/2011;876,2999877929688;BR-116/BA
VIA BAHIA;16/01/2011;522;BR-324/BA
VIA BAHIA;16/01/2011;563;BR-324/BA
VIA BAHIA;16/01/2011;563,7999877929688;BR-324/BA
VIA BAHIA;17/01/2011;444,5;BR-116/BA
VIA BAHIA;17/01/2011;449,79998779296875;BR-116/BA
VIA BAHIA;17/01/2011;616;BR-116/BA
VIA BAHIA;17/01/2011;622,2999877929688;BR-116/BA
VIA BAHIA;17/01/2011;633;BR-116/BA
VIA BAHIA;17/01/2011;523;BR-324/BA
VIA BAHIA;17/01/2011;611,7000122070312;BR-324/BA
VIA BAHIA;17/01/2011;625,4000244140625;BR-324/BA
VIA BAHIA;18/01/2011;1;BR-116/BA - ContSuFS
VIA BAHIA;18/01/2011;2;BR-116/BA - Cont VC
VIA BAHIA;18/01/2011;611,4000244140625;BR-116/BA
VIA BAHIA;18/01/2011;519;BR-324/BA
VIA BAHIA;18/01/2011;566,0079956054688;BR-324/BA
VIA BAHIA;18/01/2011;592;BR-324/BA
VIA BAHIA;18/01/2011;617;BR-324/BA
VIA BAHIA;19/01/2011;641,4000244140625;BR-116/BA
VIA BAHIA;19/01/2011;805;BR-116/BA
VIA BAHIA;19/01/2011;909,7000122070312;BR-116/BA
VIA BAHIA;19/01/2011;529;BR-324/BA
VIA BAHIA;20/01/2011;452;BR-116/BA
VIA BAHIA;20/01/2011;633;BR-116/BA
VIA BAHIA;20/01/2011;769;BR-116/BA
VIA BAHIA;20/01/2011;804,9000244140625;BR-116/BA
VIA BAHIA;20/01/2011;523,1500244140625;BR-324/BA
VIA BAHIA;20/01/2011;572,0999755859375;BR-324/BA
VIA BAHIA;20/01/2011;573,2000122070312;BR-324/BA
VIA BAHIA;20/01/2011;620;BR-324/BA
VIA BAHIA;20/01/2011;622,1500244140625;BR-324/BA
VIA BAHIA;20/01/2011;622,5750122070312;BR-324/BA
VIA BAHIA;21/01/2011;620,2000122070312;BR-116/BA
VIA BAHIA;21/01/2011;661,9000244140625;BR-116/BA
VIA BAHIA;21/01/2011;667,2999877929688;BR-116/BA
VIA BAHIA;21/01/2011;761;BR-116/BA
VIA BAHIA;21/01/2011;553;BR-324/BA
VIA BAHIA;21/01/2011;577;BR-324/BA
VIA BAHIA;21/01/2011;579,0999755859375;BR-324/BA
VIA BAHIA;21/01/2011;616,7000122070312;BR-324/BA
VIA BAHIA;21/01/2011;623,5999755859375;BR-324/BA
VIA BAHIA;22/01/2011;16;BR-116/BA - Cont VC
VIA BAHIA;22/01/2011;641,7999877929688;BR-116/BA
VIA BAHIA;22/01/2011;651;BR-116/BA
VIA BAHIA;22/01/2011;652,5;BR-116/BA
VIA BAHIA;22/01/2011;871;BR-116/BA
VIA BAHIA;22/01/2011;530;BR-324/BA
VIA BAHIA;22/01/2011;568;BR-324/BA
VIA BAHIA;22/01/2011;576;BR-324/BA
VIA BAHIA;22/01/2011;602;BR-324/BA
VIA BAHIA;23/01/2011;432;BR-116/BA
VIA BAHIA;23/01/2011;437,20001220703125;BR-116/BA
VIA BAHIA;23/01/2011;588,7760009765625;BR-116/BA
VIA BAHIA;23/01/2011;641;BR-116/BA
VIA BAHIA;23/01/2011;654,5;BR-116/BA
VIA BAHIA;23/01/2011;800,4000244140625;BR-116/BA
VIA BAHIA;23/01/2011;521;BR-324/BA
VIA BAHIA;23/01/2011;523;BR-324/BA
VIA BAHIA;23/01/2011;523;BR-324/BA
VIA BAHIA;23/01/2011;585,4000244140625;BR-324/BA
VIA BAHIA;23/01/2011;596;BR-324/BA
VIA BAHIA;23/01/2011;608;BR-324/BA
VIA BAHIA;23/01/2011;623;BR-324/BA
VIA BAHIA;24/01/2011;431,6000061035156;BR-116/BA
VIA BAHIA;24/01/2011;691;BR-116/BA
VIA BAHIA;24/01/2011;525;BR-324/BA
VIA BAHIA;24/01/2011;527,0999755859375;BR-324/BA
VIA BAHIA;24/01/2011;554,5;BR-324/BA
VIA BAHIA;24/01/2011;613;BR-324/BA
VIA BAHIA;24/01/2011;616;BR-324/BA
VIA BAHIA;24/01/2011;625,0999755859375;BR-324/BA
VIA BAHIA;25/01/2011;7;BR-116/BA - ContSuFS
VIA BAHIA;25/01/2011;449,6000061035156;BR-116/BA
VIA BAHIA;25/01/2011;533,5;BR-116/BA
VIA BAHIA;25/01/2011;568,2999877929688;BR-116/BA
VIA BAHIA;25/01/2011;587;BR-116/BA
VIA BAHIA;25/01/2011;520;BR-324/BA
VIA BAHIA;25/01/2011;552,4000244140625;BR-324/BA
VIA BAHIA;25/01/2011;557;BR-324/BA
VIA BAHIA;25/01/2011;580;BR-324/BA
VIA BAHIA;25/01/2011;623;BR-324/BA
VIA BAHIA;25/01/2011;624;BR-324/BA
VIA BAHIA;25/01/2011;625;BR-324/BA
VIA BAHIA;25/01/2011;626;BR-324/BA
VIA BAHIA;26/01/2011;726,0999755859375;BR-116/BA
VIA BAHIA;26/01/2011;527,5999755859375;BR-324/BA
VIA BAHIA;26/01/2011;531;BR-324/BA
VIA BAHIA;26/01/2011;546;BR-324/BA
VIA BAHIA;26/01/2011;546;BR-324/BA
VIA BAHIA;26/01/2011;605;BR-324/BA
VIA BAHIA;26/01/2011;611;BR-324/BA
VIA BAHIA;27/01/2011;29;BR-116/BA - Cont VC
VIA BAHIA;27/01/2011;635,4000244140625;BR-116/BA
VIA BAHIA;27/01/2011;813,4000244140625;BR-116/BA
VIA BAHIA;27/01/2011;843;BR-116/BA
VIA BAHIA;27/01/2011;556;BR-324/BA
VIA BAHIA;27/01/2011;561,0999755859375;BR-324/BA
VIA BAHIA;27/01/2011;585,2000122070312;BR-324/BA
VIA BAHIA;27/01/2011;585,2999877929688;BR-324/BA
VIA BAHIA;27/01/2011;615,5;BR-324/BA
VIA BAHIA;28/01/2011;605,2999877929688;BR-116/BA
VIA BAHIA;28/01/2011;643,5;BR-116/BA
VIA BAHIA;28/01/2011;800;BR-116/BA
VIA BAHIA;28/01/2011;818,2999877929688;BR-116/BA
VIA BAHIA;28/01/2011;526;BR-324/BA
VIA BAHIA;28/01/2011;608;BR-324/BA
VIA BAHIA;28/01/2011;608;BR-324/BA
VIA BAHIA;29/01/2011;461,3999938964844;BR-116/BA
VIA BAHIA;29/01/2011;616,7000122070312;BR-116/BA
VIA BAHIA;29/01/2011;710;BR-116/BA
VIA BAHIA;29/01/2011;790,5999755859375;BR-116/BA
VIA BAHIA;29/01/2011;799,4000244140625;BR-116/BA
VIA BAHIA;29/01/2011;519,4000244140625;BR-324/BA
VIA BAHIA;29/01/2011;522;BR-324/BA
VIA BAHIA;29/01/2011;527;BR-324/BA
VIA BAHIA;29/01/2011;532,0999755859375;BR-324/BA
VIA BAHIA;29/01/2011;560;BR-324/BA
VIA BAHIA;29/01/2011;560;BR-324/BA
VIA BAHIA;29/01/2011;585;BR-324/BA
VIA BAHIA;29/01/2011;591,4000244140625;BR-324/BA
VIA BAHIA;29/01/2011;613;BR-324/BA
VIA BAHIA;30/01/2011;495,3999938964844;BR-116/BA
VIA BAHIA;30/01/2011;832,2000122070312;BR-116/BA
VIA BAHIA;30/01/2011;539;BR-324/BA
VIA BAHIA;30/01/2011;548;BR-324/BA
VIA BAHIA;30/01/2011;552;BR-324/BA
VIA BAHIA;30/01/2011;560;BR-324/BA
VIA BAHIA;30/01/2011;577,4000244140625;BR-324/BA
VIA BAHIA;30/01/2011;612,0999755859375;BR-324/BA
VIA BAHIA;30/01/2011;615;BR-324/BA
VIA BAHIA;30/01/2011;619,0999755859375;BR-324/BA
VIA BAHIA;30/01/2011;621;BR-324/BA
VIA BAHIA;31/01/2011;582,5;BR-116/BA
VIA BAHIA;31/01/2011;765,0999755859375;BR-116/BA
VIA BAHIA;31/01/2011;564;BR-324/BA
VIA BAHIA;31/01/2011;574,5;BR-324/BA
VIA BAHIA;31/01/2011;587;BR-324/BA
VIA BAHIA;31/01/2011;602;BR-324/BA
VIA BAHIA;31/01/2011;613;BR-324/BA
VIA BAHIA;31/01/2011;615;BR-324/BA
VIA BAHIA;31/01/2011;615,0999755859375;BR-324/BA
VIA BAHIA;31/01/2011;616;BR-324/BA
VIA BAHIA;01/02/2011;719,2999877929688;BR-116/BA
VIA BAHIA;01/02/2011;519,0999755859375;BR-324/BA
VIA BAHIA;01/02/2011;534;BR-324/BA
VIA BAHIA;01/02/2011;616,7999877929688;BR-324/BA
VIA BAHIA;01/02/2011;623;BR-324/BA
VIA BAHIA;02/02/2011;433,5;BR-116/BA
VIA BAHIA;02/02/2011;644,9000244140625;BR-116/BA
VIA BAHIA;02/02/2011;708;BR-116/BA
VIA BAHIA;02/02/2011;523;BR-324/BA
VIA BAHIA;02/02/2011;555,5;BR-324/BA
VIA BAHIA;02/02/2011;558;BR-324/BA
VIA BAHIA;02/02/2011;610,2000122070312;BR-324/BA
VIA BAHIA;02/02/2011;612,0999755859375;BR-324/BA
VIA BAHIA;02/02/2011;622,7999877929688;BR-324/BA
VIA BAHIA;03/02/2011;7;BR-116/BA - ContSuFS
VIA BAHIA;03/02/2011;7,699999809265137;BR-116/BA - ContSuFS
VIA BAHIA;03/02/2011;508,79998779296875;BR-116/BA
VIA BAHIA;03/02/2011;530;BR-116/BA
VIA BAHIA;03/02/2011;750,2000122070312;BR-116/BA
VIA BAHIA;03/02/2011;817,9000244140625;BR-116/BA
VIA BAHIA;03/02/2011;819;BR-116/BA
VIA BAHIA;03/02/2011;518;BR-324/BA
VIA BAHIA;03/02/2011;519,9000244140625;BR-324/BA
VIA BAHIA;03/02/2011;520,5;BR-324/BA
VIA BAHIA;03/02/2011;531;BR-324/BA
VIA BAHIA;03/02/2011;553;BR-324/BA
VIA BAHIA;03/02/2011;581,2000122070312;BR-324/BA
VIA BAHIA;03/02/2011;626,2000122070312;BR-324/BA
VIA BAHIA;04/02/2011;458;BR-116/BA
VIA BAHIA;04/02/2011;479,5;BR-116/BA
VIA BAHIA;04/02/2011;559,4000244140625;BR-116/BA
VIA BAHIA;04/02/2011;587;BR-116/BA
VIA BAHIA;04/02/2011;644;BR-116/BA
VIA BAHIA;04/02/2011;774;BR-116/BA
VIA BAHIA;04/02/2011;827;BR-116/BA
VIA BAHIA;04/02/2011;521,7000122070312;BR-324/BA
VIA BAHIA;04/02/2011;547,5999755859375;BR-324/BA
VIA BAHIA;04/02/2011;604;BR-324/BA
VIA BAHIA;04/02/2011;613;BR-324/BA
VIA BAHIA;04/02/2011;615,2000122070312;BR-324/BA
VIA BAHIA;04/02/2011;618,0499877929688;BR-324/BA
VIA BAHIA;04/02/2011;618,7999877929688;BR-324/BA
VIA BAHIA;04/02/2011;620,2999877929688;BR-324/BA
VIA BAHIA;04/02/2011;622,7999877929688;BR-324/BA
VIA BAHIA;05/02/2011;622,5;BR-116/BA
VIA BAHIA;05/02/2011;815,4000244140625;BR-116/BA
VIA BAHIA;05/02/2011;530;BR-324/BA
VIA BAHIA;05/02/2011;611,7999877929688;BR-324/BA
VIA BAHIA;05/02/2011;611,7999877929688;BR-324/BA
VIA BAHIA;05/02/2011;621,5;BR-324/BA
VIA BAHIA;05/02/2011;623,010009765625;BR-324/BA
VIA BAHIA;05/02/2011;624,9000244140625;BR-324/BA
VIA BAHIA;06/02/2011;1,2000000476837158;BR-116/BA - Cont VC
VIA BAHIA;06/02/2011;7;BR-116/BA - ContSuFS
VIA BAHIA;06/02/2011;591,2999877929688;BR-116/BA
VIA BAHIA;06/02/2011;637,7999877929688;BR-116/BA
VIA BAHIA;06/02/2011;717,7999877929688;BR-116/BA
VIA BAHIA;06/02/2011;800,5999755859375;BR-116/BA
VIA BAHIA;06/02/2011;523;BR-324/BA
VIA BAHIA;06/02/2011;569,2000122070312;BR-324/BA
VIA BAHIA;07/02/2011;434,79998779296875;BR-116/BA
VIA BAHIA;07/02/2011;491;BR-116/BA
VIA BAHIA;07/02/2011;506,3999938964844;BR-116/BA
VIA BAHIA;07/02/2011;584,4000244140625;BR-116/BA
VIA BAHIA;07/02/2011;544,7999877929688;BR-324/BA
VIA BAHIA;07/02/2011;585;BR-324/BA
VIA BAHIA;07/02/2011;620;BR-324/BA
VIA BAHIA;07/02/2011;623,5999755859375;BR-324/BA
VIA BAHIA;08/02/2011;494;BR-116/BA
VIA BAHIA;08/02/2011;502,29998779296875;BR-116/BA
VIA BAHIA;08/02/2011;860;BR-116/BA
VIA BAHIA;08/02/2011;572;BR-324/BA
VIA BAHIA;08/02/2011;575;BR-324/BA
VIA BAHIA;08/02/2011;612;BR-324/BA
VIA BAHIA;08/02/2011;621;BR-324/BA
VIA BAHIA;08/02/2011;625;BR-324/BA
VIA BAHIA;09/02/2011;493,5;BR-116/BA
VIA BAHIA;09/02/2011;539;BR-116/BA
VIA BAHIA;09/02/2011;527,0999755859375;BR-324/BA
VIA BAHIA;09/02/2011;617,2999877929688;BR-324/BA
VIA BAHIA;10/02/2011;524;BR-324/BA
VIA BAHIA;10/02/2011;552;BR-324/BA
VIA BAHIA;10/02/2011;585;BR-324/BA
VIA BAHIA;10/02/2011;622;BR-324/BA
VIA BAHIA;10/02/2011;625,2999877929688;BR-324/BA
VIA BAHIA;11/02/2011;9,5;BR-116/BA - Cont VC
VIA BAHIA;11/02/2011;632,2000122070312;BR-116/BA
VIA BAHIA;11/02/2011;669,2999877929688;BR-116/BA
VIA BAHIA;11/02/2011;782,9000244140625;BR-116/BA
VIA BAHIA;11/02/2011;795,7999877929688;BR-116/BA
VIA BAHIA;11/02/2011;520,5;BR-324/BA
VIA BAHIA;11/02/2011;522;BR-324/BA
VIA BAHIA;11/02/2011;523;BR-324/BA
VIA BAHIA;11/02/2011;530;BR-324/BA
VIA BAHIA;11/02/2011;548;BR-324/BA
VIA BAHIA;11/02/2011;557;BR-324/BA
VIA BAHIA;11/02/2011;586,9500122070312;BR-324/BA
VIA BAHIA;11/02/2011;604,2000122070312;BR-324/BA
VIA BAHIA;11/02/2011;608;BR-324/BA
VIA BAHIA;11/02/2011;616,5;BR-324/BA
VIA BAHIA;12/02/2011;0;BR-116/BA - ContSuFS
VIA BAHIA;12/02/2011;7;BR-116/BA - ContSuFS
VIA BAHIA;12/02/2011;712;BR-116/BA
VIA BAHIA;12/02/2011;779,0999755859375;BR-116/BA
VIA BAHIA;12/02/2011;826;BR-116/BA
VIA BAHIA;12/02/2011;527,9000244140625;BR-324/BA
VIA BAHIA;12/02/2011;528,4000244140625;BR-324/BA
VIA BAHIA;12/02/2011;584;BR-324/BA
VIA BAHIA;12/02/2011;592;BR-324/BA
VIA BAHIA;12/02/2011;594;BR-324/BA
VIA BAHIA;12/02/2011;618,3090209960938;BR-324/BA
VIA BAHIA;12/02/2011;619;BR-324/BA
VIA BAHIA;12/02/2011;622,7000122070312;BR-324/BA
VIA BAHIA;13/02/2011;6;BR-116/BA - ContSuFS
VIA BAHIA;13/02/2011;589,2999877929688;BR-116/BA
VIA BAHIA;13/02/2011;828,0999755859375;BR-116/BA
VIA BAHIA;13/02/2011;519,7000122070312;BR-324/BA
VIA BAHIA;13/02/2011;544;BR-324/BA
VIA BAHIA;13/02/2011;556,2999877929688;BR-324/BA
VIA BAHIA;13/02/2011;570,7999877929688;BR-324/BA
VIA BAHIA;13/02/2011;606,5999755859375;BR-324/BA
VIA BAHIA;13/02/2011;623;BR-324/BA
VIA BAHIA;14/02/2011;4;BR-116/BA - ContSuFS
VIA BAHIA;14/02/2011;15,300000190734863;BR-116/BA - Cont VC
VIA BAHIA;14/02/2011;24,5;BR-116/BA - Cont VC
VIA BAHIA;14/02/2011;445;BR-116/BA
VIA BAHIA;14/02/2011;815;BR-116/BA
VIA BAHIA;14/02/2011;518;BR-324/BA
VIA BAHIA;14/02/2011;561;BR-324/BA
VIA BAHIA;14/02/2011;561,7999877929688;BR-324/BA
VIA BAHIA;14/02/2011;620;BR-324/BA
VIA BAHIA;15/02/2011;513,0999755859375;BR-116/BA
VIA BAHIA;15/02/2011;529,7999877929688;BR-116/BA
VIA BAHIA;15/02/2011;540,7999877929688;BR-116/BA
VIA BAHIA;15/02/2011;925,0499877929688;BR-116/BA
VIA BAHIA;15/02/2011;543;BR-324/BA
VIA BAHIA;15/02/2011;622;BR-324/BA
VIA BAHIA;16/02/2011;20;BR-116/BA - Cont VC
VIA BAHIA;16/02/2011;556;BR-116/BA
VIA BAHIA;16/02/2011;745,7999877929688;BR-116/BA
VIA BAHIA;16/02/2011;905,9000244140625;BR-116/BA
VIA BAHIA;17/02/2011;614,7999877929688;BR-324/BA
VIA BAHIA;18/02/2011;466,3999938964844;BR-116/BA
VIA BAHIA;18/02/2011;518;BR-324/BA
VIA BAHIA;18/02/2011;523;BR-324/BA
VIA BAHIA;18/02/2011;527,1500244140625;BR-324/BA
VIA BAHIA;18/02/2011;537,4000244140625;BR-324/BA
VIA BAHIA;18/02/2011;552,7999877929688;BR-324/BA
VIA BAHIA;18/02/2011;591,4000244140625;BR-324/BA
VIA BAHIA;18/02/2011;607;BR-324/BA
VIA BAHIA;18/02/2011;613;BR-324/BA
VIA BAHIA;18/02/2011;623,5;BR-324/BA
VIA BAHIA;19/02/2011;9;BR-116/BA - Cont VC
VIA BAHIA;19/02/2011;24;BR-116/BA - Cont VC
VIA BAHIA;19/02/2011;484,79998779296875;BR-116/BA
VIA BAHIA;19/02/2011;637;BR-116/BA
VIA BAHIA;19/02/2011;652,9000244140625;BR-116/BA
VIA BAHIA;19/02/2011;790;BR-116/BA
VIA BAHIA;19/02/2011;816,0999755859375;BR-116/BA
VIA BAHIA;19/02/2011;518;BR-324/BA
VIA BAHIA;19/02/2011;559,9000244140625;BR-324/BA
VIA BAHIA;19/02/2011;600;BR-324/BA
VIA BAHIA;19/02/2011;611;BR-324/BA
VIA BAHIA;19/02/2011;617;BR-324/BA
VIA BAHIA;19/02/2011;623,7999877929688;BR-324/BA
VIA BAHIA;20/02/2011;1;BR-116/BA - ContSuFS
VIA BAHIA;20/02/2011;17,5;BR-116/BA - Cont VC
VIA BAHIA;20/02/2011;24,5;BR-116/BA - Cont VC
VIA BAHIA;20/02/2011;427,5;BR-116/BA
VIA BAHIA;20/02/2011;487;BR-116/BA
VIA BAHIA;20/02/2011;544,9000244140625;BR-324/BA
VIA BAHIA;20/02/2011;587,9000244140625;BR-324/BA
VIA BAHIA;20/02/2011;614;BR-324/BA
VIA BAHIA;20/02/2011;616,4000244140625;BR-324/BA
VIA BAHIA;20/02/2011;618,2999877929688;BR-324/BA
VIA BAHIA;21/02/2011;701,9000244140625;BR-116/BA
VIA BAHIA;21/02/2011;779;BR-116/BA
VIA BAHIA;21/02/2011;617,8499755859375;BR-324/BA
VIA BAHIA;22/02/2011;668,4000244140625;BR-116/BA
VIA BAHIA;22/02/2011;530,2000122070312;BR-324/BA
VIA BAHIA;22/02/2011;534;BR-324/BA
VIA BAHIA;22/02/2011;539;BR-324/BA
VIA BAHIA;22/02/2011;554,5999755859375;BR-324/BA
VIA BAHIA;22/02/2011;584;BR-324/BA
VIA BAHIA;22/02/2011;612;BR-324/BA
VIA BAHIA;22/02/2011;612;BR-324/BA
VIA BAHIA;22/02/2011;615,4000244140625;BR-324/BA
VIA BAHIA;22/02/2011;623,7999877929688;BR-324/BA
VIA BAHIA;23/02/2011;444,6000061035156;BR-116/BA
VIA BAHIA;23/02/2011;449,5;BR-116/BA
VIA BAHIA;23/02/2011;710;BR-116/BA
VIA BAHIA;23/02/2011;914,2000122070312;BR-116/BA
VIA BAHIA;23/02/2011;522,7000122070312;BR-324/BA
VIA BAHIA;23/02/2011;537;BR-324/BA
VIA BAHIA;23/02/2011;623;BR-324/BA
VIA BAHIA;24/02/2011;526,5999755859375;BR-116/BA
VIA BAHIA;24/02/2011;643,5;BR-116/BA
VIA BAHIA;24/02/2011;882;BR-116/BA
VIA BAHIA;24/02/2011;568;BR-324/BA
VIA BAHIA;24/02/2011;606;BR-324/BA
VIA BAHIA;24/02/2011;609,0999755859375;BR-324/BA
VIA BAHIA;24/02/2011;616,2999877929688;BR-324/BA
VIA BAHIA;24/02/2011;623;BR-324/BA
VIA BAHIA;25/02/2011;2;BR-116/BA - ContSuFS
VIA BAHIA;25/02/2011;529,5999755859375;BR-116/BA
